ЖК рус,Район Город,Застройщик ЖК,Площадь,Тип Комнатности,Этаж,Срок сдачи,Отделка,SalePrice,Labels
Шагал,Даниловский,Эталон,97.1,3,8,2 кв 2024,Нет,32771347,52
Шагал,Даниловский,Эталон,71.3,2,5,2 кв 2024,Нет,25139738,53
Шагал,Даниловский,Эталон,82.1,3,2,2 кв 2024,Нет,22077280,52
Шагал,Даниловский,Эталон,74.6,2,14,2 кв 2024,Нет,28519277,53
Шагал,Даниловский,Эталон,43.8,1,13,1 кв 2025,Нет,17408712,51
Шагал,Даниловский,Эталон,85.0,2,14,2 кв 2024,Нет,27284998,53
Шагал,Даниловский,Эталон,35.7,1,6,1 кв 2025,Нет,12375426,51
Шагал,Даниловский,Эталон,41.3,1,41,3 кв 2024,Нет,14769209,51
Шагал,Даниловский,Эталон,62.3,2,2,4 кв 2024,Нет,17618138,53
Шагал,Даниловский,Эталон,39.9,1,8,4 кв 2024,Нет,13422674,51
Шагал,Даниловский,Эталон,61.1,2,4,3 кв 2024,Нет,19956237,53
Шагал,Даниловский,Эталон,47.1,1,3,2 кв 2024,Нет,16380236,51
Шагал,Даниловский,Эталон,73.2,2,5,2 кв 2024,Нет,25433817,53
Шагал,Даниловский,Эталон,60.3,2,3,3 кв 2024,Нет,19398992,53
Шагал,Даниловский,Эталон,41.3,1,10,3 кв 2024,Нет,14879903,51
Шагал,Даниловский,Эталон,41.3,1,12,3 кв 2024,Нет,15678281,51
Шагал,Даниловский,Эталон,74.6,2,15,3 кв 2024,Нет,29058565,53
Шагал,Даниловский,Эталон,39.6,1,8,1 кв 2025,Нет,14244394,51
Шагал,Даниловский,Эталон,62.1,2,2,4 кв 2024,Нет,18199852,53
Шагал,Даниловский,Эталон,60.0,2,10,1 кв 2025,Нет,22272106,53
Шагал,Даниловский,Эталон,82.3,2,11,2 кв 2024,Нет,24576274,53
Шагал,Даниловский,Эталон,27.4,ст,9,2 кв 2024,Нет,12080920,67
Шагал,Даниловский,Эталон,60.0,2,7,1 кв 2025,Нет,20629834,53
Шагал,Даниловский,Эталон,73.6,2,9,2 кв 2024,Нет,25736365,53
Шагал,Даниловский,Эталон,45.2,1,11,2 кв 2024,Нет,16176753,51
Шагал,Даниловский,Эталон,55.9,1,3,2 кв 2024,Нет,18458286,51
Шагал,Даниловский,Эталон,28.6,1,2,2 кв 2024,Нет,10953941,51
Шагал,Даниловский,Эталон,79.6,2,7,1 кв 2025,Нет,24079000,53
Шагал,Даниловский,Эталон,103.8,3,2,2 кв 2024,Нет,32572602,52
Шагал,Даниловский,Эталон,99.7,3,4,2 кв 2024,Нет,33010035,52
Шагал,Даниловский,Эталон,121.7,4,14,2 кв 2024,Нет,41733127,66
Шагал,Даниловский,Эталон,30.5,1,3,4 кв 2024,Нет,9102420,51
Шереметьевский,Марьина Роща,ПИК,45.5,1,2,4 кв 2022,Есть,17040205,4
Шереметьевский,Марьина Роща,ПИК,72.0,2,2,4 кв 2022,Есть,18973928,0
Шереметьевский,Марьина Роща,ПИК,78.6,3,12,4 кв 2022,Есть,20441259,1
Шереметьевский,Марьина Роща,ПИК,59.7,2,11,4 кв 2022,Есть,17668133,0
Шереметьевский,Марьина Роща,ПИК,74.4,2,4,4 кв 2022,Есть,19836579,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,14,4 кв 2022,Есть,16114560,4
Шереметьевский,Марьина Роща,ПИК,25.7,ст,9,4 кв 2022,Есть,11200269,3
Шереметьевский,Марьина Роща,ПИК,78.6,3,2,4 кв 2022,Есть,19765384,1
Шереметьевский,Марьина Роща,ПИК,78.6,3,11,4 кв 2022,Есть,20346951,1
Шереметьевский,Марьина Роща,ПИК,55.1,2,12,4 кв 2022,Есть,15020866,0
Шереметьевский,Марьина Роща,ПИК,43.5,1,1,4 кв 2022,Есть,14461448,4
Шереметьевский,Марьина Роща,ПИК,78.6,3,14,4 кв 2022,Есть,21140710,1
Шереметьевский,Марьина Роща,ПИК,74.4,2,13,4 кв 2022,Есть,20345664,0
Шереметьевский,Марьина Роща,ПИК,78.6,3,11,4 кв 2022,Есть,21264255,1
Шереметьевский,Марьина Роща,ПИК,41.7,1,1,4 кв 2022,Есть,13852789,4
Шереметьевский,Марьина Роща,ПИК,45.2,1,2,4 кв 2022,Есть,15209687,4
Шереметьевский,Марьина Роща,ПИК,45.2,1,7,4 кв 2022,Есть,13866059,4
Шереметьевский,Марьина Роща,ПИК,74.4,2,3,4 кв 2022,Есть,19643269,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,14,4 кв 2022,Есть,15578280,4
Шереметьевский,Марьина Роща,ПИК,55.0,2,9,4 кв 2022,Есть,17363500,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,9,4 кв 2022,Есть,14619080,4
Шереметьевский,Марьина Роща,ПИК,78.6,3,10,4 кв 2022,Есть,20952093,1
Шереметьевский,Марьина Роща,ПИК,55.1,2,3,4 кв 2022,Есть,14922347,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,10,4 кв 2022,Есть,15059440,4
Шереметьевский,Марьина Роща,ПИК,54.1,2,5,4 кв 2021,Есть,23811574,0
Шереметьевский,Марьина Роща,ПИК,59.7,2,4,4 кв 2022,Есть,17650215,0
Шереметьевский,Марьина Роща,ПИК,74.0,3,3,4 кв 2022,Есть,19106800,1
Шереметьевский,Марьина Роща,ПИК,74.0,2,7,4 кв 2022,Есть,19817200,0
Шереметьевский,Марьина Роща,ПИК,61.7,2,2,4 кв 2022,Есть,15776234,0
Шереметьевский,Марьина Роща,ПИК,52.7,1,1,4 кв 2022,Есть,14266170,4
Шереметьевский,Марьина Роща,ПИК,78.2,3,4,4 кв 2022,Есть,21183129,1
Шереметьевский,Марьина Роща,ПИК,61.7,2,13,4 кв 2022,Есть,17545589,0
Шереметьевский,Марьина Роща,ПИК,55.1,2,11,4 кв 2022,Есть,17512260,0
Шереметьевский,Марьина Роща,ПИК,71.8,2,11,4 кв 2022,Есть,19644480,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,11,4 кв 2022,Есть,14657321,4
Шереметьевский,Марьина Роща,ПИК,71.9,2,6,4 кв 2022,Есть,18967220,0
Шереметьевский,Марьина Роща,ПИК,74.3,2,10,4 кв 2022,Есть,17457767,0
Шереметьевский,Марьина Роща,ПИК,74.3,2,4,4 кв 2022,Есть,18728639,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,12,4 кв 2022,Есть,12901240,4
Шереметьевский,Марьина Роща,ПИК,59.7,2,5,4 кв 2022,Есть,17267943,0
Шереметьевский,Марьина Роща,ПИК,61.6,2,9,4 кв 2022,Есть,16969505,0
Шереметьевский,Марьина Роща,ПИК,53.5,2,2,4 кв 2021,Есть,23547490,0
Шереметьевский,Марьина Роща,ПИК,74.0,2,9,4 кв 2022,Есть,19069800,0
Шереметьевский,Марьина Роща,ПИК,55.4,2,2,4 кв 2022,Есть,15772063,0
Шереметьевский,Марьина Роща,ПИК,78.8,3,5,4 кв 2022,Есть,21345659,1
Шереметьевский,Марьина Роща,ПИК,55.1,2,5,4 кв 2022,Есть,16640200,0
Шереметьевский,Марьина Роща,ПИК,78.2,3,10,4 кв 2022,Есть,20504040,1
Шереметьевский,Марьина Роща,ПИК,74.3,2,8,4 кв 2022,Есть,19987293,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,10,4 кв 2022,Есть,14195055,4
Шереметьевский,Марьина Роща,ПИК,40.1,1,7,4 кв 2022,Есть,12457259,4
Шереметьевский,Марьина Роща,ПИК,40.1,1,11,4 кв 2022,Есть,13062072,4
Шереметьевский,Марьина Роща,ПИК,74.4,2,12,4 кв 2022,Есть,19821709,0
Шереметьевский,Марьина Роща,ПИК,60.9,2,9,4 кв 2022,Есть,16203946,0
Шереметьевский,Марьина Роща,ПИК,36.4,1,10,4 кв 2022,Есть,11694228,4
Шереметьевский,Марьина Роща,ПИК,79.0,3,9,4 кв 2022,Есть,22009855,1
Шереметьевский,Марьина Роща,ПИК,60.1,2,10,4 кв 2022,Есть,15460291,0
Шереметьевский,Марьина Роща,ПИК,74.3,2,3,4 кв 2022,Есть,18364471,0
Шереметьевский,Марьина Роща,ПИК,74.3,2,11,4 кв 2022,Есть,19204288,0
Шереметьевский,Марьина Роща,ПИК,55.0,2,7,4 кв 2022,Есть,16472500,0
Шереметьевский,Марьина Роща,ПИК,40.1,1,5,4 кв 2022,Есть,12455962,4
Шереметьевский,Марьина Роща,ПИК,35.3,1,1,1 кв 2021,Есть,11885897,4
Шереметьевский,Марьина Роща,ПИК,55.1,2,2,4 кв 2022,Есть,15312290,0
Шереметьевский,Марьина Роща,ПИК,74.4,2,6,4 кв 2022,Есть,17985265,0
Шереметьевский,Марьина Роща,ПИК,78.8,3,6,4 кв 2022,Есть,19234519,1
Шереметьевский,Марьина Роща,ПИК,54.8,2,2,4 кв 2022,Есть,15401324,0
Шереметьевский,Марьина Роща,ПИК,85.9,3,2,4 кв 2022,Есть,19480331,1
Шереметьевский,Марьина Роща,ПИК,25.7,ст,2,4 кв 2022,Есть,8833109,3
Шереметьевский,Марьина Роща,ПИК,56.2,2,1,4 кв 2022,Есть,14320799,0
Шереметьевский,Марьина Роща,ПИК,71.8,2,9,4 кв 2022,Есть,17669980,0
Шереметьевский,Марьина Роща,ПИК,78.8,3,11,4 кв 2022,Есть,19686795,1
Шереметьевский,Марьина Роща,ПИК,25.7,ст,12,4 кв 2022,Есть,9211339,3
Шереметьевский,Марьина Роща,ПИК,74.4,2,4,4 кв 2022,Есть,17615551,0
Шереметьевский,Марьина Роща,ПИК,74.4,2,14,4 кв 2022,Есть,18277622,0
Шереметьевский,Марьина Роща,ПИК,72.0,2,9,4 кв 2022,Есть,17669980,0
Шереметьевский,Марьина Роща,ПИК,74.3,2,7,4 кв 2022,Есть,17955711,0
Шереметьевский,Марьина Роща,ПИК,60.9,2,13,4 кв 2022,Есть,15728613,0
Шереметьевский,Марьина Роща,ПИК,61.7,2,6,4 кв 2022,Есть,16109145,0
Шереметьевский,Марьина Роща,ПИК,62.0,2,4,4 кв 2022,Есть,15198787,0
Шереметьевский,Марьина Роща,ПИК,72.0,2,12,4 кв 2022,Есть,17253606,0
Шереметьевский,Марьина Роща,ПИК,85.9,3,8,4 кв 2022,Есть,19655642,1
Шереметьевский,Марьина Роща,ПИК,60.8,2,14,4 кв 2022,Есть,15869657,0
Шереметьевский,Марьина Роща,ПИК,55.4,2,11,4 кв 2022,Есть,15506335,0
Шереметьевский,Марьина Роща,ПИК,74.0,3,4,4 кв 2022,Есть,18278000,1
Шереметьевский,Марьина Роща,ПИК,71.8,2,5,4 кв 2022,Есть,17626900,0
Шереметьевский,Марьина Роща,ПИК,78.6,3,13,4 кв 2022,Есть,19136665,1
Шереметьевский,Марьина Роща,ПИК,55.4,2,11,4 кв 2022,Есть,16403168,0
Шереметьевский,Марьина Роща,ПИК,61.7,2,11,4 кв 2022,Есть,15595332,0
Шереметьевский,Марьина Роща,ПИК,61.6,2,11,4 кв 2022,Есть,15694613,0
Шереметьевский,Марьина Роща,ПИК,25.8,ст,8,4 кв 2022,Есть,9254460,3
Шереметьевский,Марьина Роща,ПИК,61.6,2,5,4 кв 2022,Есть,15608346,0
Шереметьевский,Марьина Роща,ПИК,55.1,2,2,4 кв 2022,Есть,15865666,0
Шереметьевский,Марьина Роща,ПИК,62.0,2,12,4 кв 2022,Есть,15812191,0
Шереметьевский,Марьина Роща,ПИК,25.8,ст,4,4 кв 2022,Есть,9251880,3
Шереметьевский,Марьина Роща,ПИК,89.5,3,1,4 кв 2022,Есть,19463821,1
Шереметьевский,Марьина Роща,ПИК,43.6,1,5,4 кв 2022,Есть,12818400,4
Шереметьевский,Марьина Роща,ПИК,25.7,ст,5,4 кв 2022,Есть,8959185,3
Шереметьевский,Марьина Роща,ПИК,60.9,2,10,4 кв 2022,Есть,15588451,0
Шереметьевский,Марьина Роща,ПИК,43.6,1,11,4 кв 2022,Есть,12830062,4
Шереметьевский,Марьина Роща,ПИК,72.0,2,7,4 кв 2022,Есть,18122320,0
Шереметьевский,Марьина Роща,ПИК,78.6,3,12,4 кв 2022,Есть,18008559,1
Шереметьевский,Марьина Роща,ПИК,55.1,2,11,4 кв 2022,Есть,16636646,0
Шереметьевский,Марьина Роща,ПИК,25.8,ст,7,4 кв 2022,Есть,9035160,3
Шереметьевский,Марьина Роща,ПИК,25.8,ст,12,4 кв 2022,Есть,9156420,3
Шереметьевский,Марьина Роща,ПИК,45.5,1,3,4 кв 2022,Есть,12947008,4
Шереметьевский,Марьина Роща,ПИК,60.8,2,3,4 кв 2022,Есть,15235000,0
Шереметьевский,Марьина Роща,ПИК,69.8,3,2,4 кв 2022,Есть,17258624,1
Шереметьевский,Марьина Роща,ПИК,55.0,2,14,4 кв 2022,Есть,16054500,0
Шереметьевский,Марьина Роща,ПИК,78.2,3,5,4 кв 2022,Есть,19122871,1
Шереметьевский,Марьина Роща,ПИК,75.5,3,1,4 кв 2022,Есть,16928514,1
Шереметьевский,Марьина Роща,ПИК,78.6,3,7,4 кв 2022,Есть,17910661,1
Эвер,Обручевский,Tekta Group,24.1,ст,16,4 кв 2023,Нет,10375677,28
Эвер,Обручевский,Tekta Group,29.3,ст,22,4 кв 2023,Есть,14236870,29
Эвер,Обручевский,Tekta Group,66.4,2,16,4 кв 2023,Нет,25178614,6
Эвер,Обручевский,Tekta Group,34.6,1,19,4 кв 2023,Нет,13098557,5
Эвер,Обручевский,Tekta Group,33.2,1,4,4 кв 2023,Нет,12568557,5
Эвер,Обручевский,Tekta Group,26.0,ст,2,4 кв 2023,Есть,11762400,29
Эвер,Обручевский,Tekta Group,74.4,3,18,4 кв 2023,Нет,26962560,9
Эвер,Обручевский,Tekta Group,74.2,3,4,4 кв 2023,Нет,26363260,9
Эвер,Обручевский,Tekta Group,47.3,2,10,4 кв 2023,Есть,18399700,13
Эвер,Обручевский,Tekta Group,46.5,2,16,4 кв 2023,Нет,17005050,6
Эвер,Обручевский,Tekta Group,66.7,2,23,4 кв 2023,Нет,23385020,6
Эвер,Обручевский,Tekta Group,65.2,3,10,4 кв 2023,Есть,24189200,14
Эвер,Обручевский,Tekta Group,96.1,4,15,4 кв 2023,Нет,34971462,10
Эвер,Обручевский,Tekta Group,47.0,2,17,4 кв 2023,Неизвестно,19776989,7
Эвер,Обручевский,Tekta Group,63.2,2,17,4 кв 2023,Нет,23226000,6
Эвер,Обручевский,Tekta Group,46.0,2,21,4 кв 2023,Нет,18593200,6
Эвер,Обручевский,Tekta Group,65.2,3,24,4 кв 2023,Есть,26008280,14
Эвер,Обручевский,Tekta Group,61.0,2,20,4 кв 2023,Нет,23039700,6
Эвер,Обручевский,Tekta Group,66.4,2,11,4 кв 2023,Нет,21918640,6
Эвер,Обручевский,Tekta Group,47.2,2,4,4 кв 2023,Есть,18256960,13
Эвер,Обручевский,Tekta Group,65.5,3,21,4 кв 2023,Неизвестно,26163582,8
Эвер,Обручевский,Tekta Group,96.1,4,20,4 кв 2023,Нет,34971462,10
Эвер,Обручевский,Tekta Group,29.3,ст,20,4 кв 2023,Есть,13612780,29
Эвер,Обручевский,Tekta Group,89.1,4,17,4 кв 2023,Нет,30855330,10
Эвер,Обручевский,Tekta Group,59.3,2,18,4 кв 2023,Нет,21994370,6
Эвер,Обручевский,Tekta Group,47.0,2,4,4 кв 2023,Есть,18851700,13
Эвер,Обручевский,Tekta Group,88.1,4,10,4 кв 2023,Есть,30676420,26
Эвер,Обручевский,Tekta Group,46.9,2,20,4 кв 2023,Есть,18666200,13
Эвер,Обручевский,Tekta Group,46.9,2,22,4 кв 2023,Есть,19111750,13
Эвер,Обручевский,Tekta Group,30.6,1,23,4 кв 2023,Нет,12897900,5
Эвер,Обручевский,Tekta Group,47.0,2,20,4 кв 2023,Есть,19157200,13
Эвер,Обручевский,Tekta Group,96.1,4,17,4 кв 2023,Нет,34711800,10
Эвер,Обручевский,Tekta Group,30.6,1,4,4 кв 2023,Нет,12301200,5
Эвер,Обручевский,Tekta Group,45.5,2,21,4 кв 2023,Нет,18327400,6
Эвер,Обручевский,Tekta Group,46.5,2,9,4 кв 2023,Нет,16498200,6
Эвер,Обручевский,Tekta Group,85.5,4,33,4 кв 2023,Нет,32404500,10
Эвер,Обручевский,Tekta Group,46.4,2,4,4 кв 2023,Нет,17070560,6
Эвер,Обручевский,Tekta Group,60.3,2,30,4 кв 2023,Нет,22988590,6
Эвер,Обручевский,Tekta Group,99.6,4,10,4 кв 2023,Есть,32987520,26
Эвер,Обручевский,Tekta Group,61.0,2,8,4 кв 2023,Нет,19629800,6
Эвер,Обручевский,Tekta Group,38.3,1,9,4 кв 2023,Нет,13830129,5
Эвер,Обручевский,Tekta Group,63.6,3,11,4 кв 2023,Нет,21503160,9
Эвер,Обручевский,Tekta Group,46.0,2,4,4 кв 2023,Нет,17458886,6
Эвер,Обручевский,Tekta Group,44.0,2,4,4 кв 2023,Нет,16699804,6
Эвер,Обручевский,Tekta Group,51.6,2,9,4 кв 2023,Нет,19671828,6
Эвер,Обручевский,Tekta Group,107.8,3,20,4 кв 2023,Есть,36846040,14
Эвер,Обручевский,Tekta Group,60.2,2,9,4 кв 2023,Нет,22950467,6
Эвер,Обручевский,Tekta Group,42.5,1,9,4 кв 2023,Нет,17806225,5
Эвер,Обручевский,Tekta Group,65.2,3,4,4 кв 2023,Есть,23550240,14
Эвер,Обручевский,Tekta Group,59.2,2,9,4 кв 2023,Нет,22569229,6
Эвер,Обручевский,Tekta Group,42.5,1,30,4 кв 2023,Нет,17806225,5
Эвер,Обручевский,Tekta Group,42.5,1,11,4 кв 2023,Нет,17806225,5
Эвер,Обручевский,Tekta Group,70.3,3,18,4 кв 2023,Есть,27388880,14
Эвер,Обручевский,Tekta Group,45.5,2,18,4 кв 2023,Нет,18114799,6
Эвер,Обручевский,Tekta Group,42.5,1,4,4 кв 2023,Нет,17806225,5
Эвер,Обручевский,Tekta Group,70.3,3,10,4 кв 2023,Есть,26559340,14
Эвер,Обручевский,Tekta Group,46.0,2,18,4 кв 2023,Нет,18114800,6
Эвер,Обручевский,Tekta Group,59.2,2,30,4 кв 2023,Нет,21732320,6
Эвер,Обручевский,Tekta Group,66.7,2,18,4 кв 2023,Нет,25315385,6
Эвер,Обручевский,Tekta Group,96.1,4,8,4 кв 2023,Нет,34711800,10
Эвер,Обручевский,Tekta Group,61.0,2,6,4 кв 2023,Нет,21337800,6
Эвер,Обручевский,Tekta Group,61.0,2,31,4 кв 2023,Нет,23152001,6
Эвер,Обручевский,Tekta Group,44.1,2,23,4 кв 2023,Нет,17613540,6
Эвер,Обручевский,Tekta Group,59.3,2,6,4 кв 2023,Нет,20885460,6
Эвер,Обручевский,Tekta Group,44.1,2,15,4 кв 2023,Нет,16737757,6
Эвер,Обручевский,Tekta Group,30.6,1,15,4 кв 2023,Нет,11154465,5
Эвер,Обручевский,Tekta Group,107.8,3,30,4 кв 2023,Есть,34194160,14
Эвер,Обручевский,Tekta Group,138.7,4,34,4 кв 2023,Нет,52026369,10
Эвер,Обручевский,Tekta Group,61.2,3,4,4 кв 2023,Есть,22460400,14
Эвер,Обручевский,Tekta Group,93.3,4,25,4 кв 2023,Нет,30098580,10
Эвер,Обручевский,Tekta Group,59.2,2,25,4 кв 2023,Нет,19678080,6
Эвер,Обручевский,Tekta Group,39.5,1,28,2 кв 2025,Неизвестно,16546037,12
Эвер,Обручевский,Tekta Group,128.3,4,34,4 кв 2023,Нет,48369100,10
Эвер,Обручевский,Tekta Group,45.5,2,8,4 кв 2023,Нет,17057950,6
Эвер,Обручевский,Tekta Group,38.4,1,30,4 кв 2023,Нет,16085260,5
Эвер,Обручевский,Tekta Group,74.4,3,28,4 кв 2023,Нет,25273680,9
Эвер,Обручевский,Tekta Group,97.3,3,20,4 кв 2023,Есть,32614960,14
Эвер,Обручевский,Tekta Group,89.1,4,22,4 кв 2023,Нет,31078080,10
Эвер,Обручевский,Tekta Group,89.1,4,30,4 кв 2023,Нет,31532490,10
Эвер,Обручевский,Tekta Group,66.7,2,11,4 кв 2023,Нет,21664160,6
Эвер,Обручевский,Tekta Group,62.5,2,10,4 кв 2023,Нет,19756250,6
Эвер,Обручевский,Tekta Group,31.4,1,8,4 кв 2023,Нет,11446085,5
Эвер,Обручевский,Tekta Group,59.3,2,19,4 кв 2023,Нет,21519970,6
Эвер,Обручевский,Tekta Group,29.3,ст,10,4 кв 2023,Есть,12871490,29
Эвер,Обручевский,Tekta Group,45.5,2,23,4 кв 2023,Нет,18054400,6
Эвер,Обручевский,Tekta Group,59.3,2,23,4 кв 2023,Нет,21834260,6
Эвер,Обручевский,Tekta Group,33.9,1,25,4 кв 2023,Нет,12357397,5
Эвер,Обручевский,Tekta Group,107.8,3,21,4 кв 2023,Есть,33709060,14
Эвер,Обручевский,Tekta Group,59.3,2,30,4 кв 2023,Нет,20565240,6
Эвер,Обручевский,Tekta Group,62.5,2,30,4 кв 2023,Нет,21175000,6
Эвер,Обручевский,Tekta Group,46.0,2,23,4 кв 2023,Нет,18202200,6
Эвер,Обручевский,Tekta Group,58.4,2,29,4 кв 2023,Нет,22651608,6
Эвер,Обручевский,Tekta Group,66.7,2,13,4 кв 2023,Нет,20723690,6
Эвер,Обручевский,Tekta Group,96.0,4,6,4 кв 2023,Нет,34268064,10
Эвер,Обручевский,Tekta Group,30.6,ст,26,4 кв 2023,Нет,11713680,28
Эвер,Обручевский,Tekta Group,30.6,ст,31,4 кв 2023,Нет,11796300,28
Эвер,Обручевский,Tekta Group,138.1,4,31,4 кв 2023,Нет,47451160,10
Эвер,Обручевский,Tekta Group,42.5,1,15,4 кв 2023,Нет,17802698,5
Эвер,Обручевский,Tekta Group,32.0,1,23,4 кв 2023,Нет,11664800,5
Эвер,Обручевский,Tekta Group,31.4,1,21,4 кв 2023,Нет,11446085,5
Эвер,Обручевский,Tekta Group,74.4,3,9,4 кв 2023,Нет,29175438,9
Эвер,Обручевский,Tekta Group,63.2,2,18,4 кв 2023,Нет,21058240,6
Эвер,Обручевский,Tekta Group,66.7,2,9,4 кв 2023,Нет,20430210,6
Эвер,Обручевский,Tekta Group,29.3,ст,31,4 кв 2023,Есть,12663460,29
Эвер,Обручевский,Tekta Group,45.5,2,19,4 кв 2023,Нет,16812250,6
Эвер,Обручевский,Tekta Group,74.4,3,23,4 кв 2023,Нет,25028160,9
Эвер,Обручевский,Tekta Group,29.3,ст,17,4 кв 2023,Есть,12036440,29
Эвер,Обручевский,Tekta Group,48.3,1,19,4 кв 2023,Нет,18204270,5
Эвер,Обручевский,Tekta Group,44.1,2,18,4 кв 2023,Нет,16127370,6
Эвер,Обручевский,Tekta Group,61.0,2,19,4 кв 2023,Нет,20471600,6
Эвер,Обручевский,Tekta Group,29.3,ст,4,4 кв 2023,Есть,11869430,29
Эвер,Обручевский,Tekta Group,93.4,4,21,4 кв 2023,Нет,29533080,10
Эвер,Обручевский,Tekta Group,105.7,3,28,4 кв 2023,Есть,34107919,14
Эвер,Обручевский,Tekta Group,70.3,3,5,4 кв 2023,Неизвестно,25441570,8
Эвер,Обручевский,Tekta Group,95.1,3,21,4 кв 2023,Неизвестно,34662714,8
Эвер,Обручевский,Tekta Group,62.5,2,18,4 кв 2023,Нет,20318750,6
Эвер,Обручевский,Tekta Group,33.9,1,30,4 кв 2023,Нет,12357397,5
Эвер,Обручевский,Tekta Group,62.0,2,18,4 кв 2023,Нет,21798208,6
Эвер,Обручевский,Tekta Group,93.3,4,9,4 кв 2023,Нет,32178049,10
Эвер,Обручевский,Tekta Group,55.9,2,3,4 кв 2023,Неизвестно,21690877,7
Эвер,Обручевский,Tekta Group,66.7,2,5,4 кв 2023,Нет,23450653,6
Эвер,Обручевский,Tekta Group,46.0,2,5,4 кв 2023,Нет,16274800,6
Эвер,Обручевский,Tekta Group,38.3,1,17,4 кв 2023,Нет,15103911,5
Эвер,Обручевский,Tekta Group,107.8,3,32,4 кв 2023,Неизвестно,33633600,8
Эвер,Обручевский,Tekta Group,74.4,3,12,4 кв 2023,Нет,26931013,9
Эвер,Обручевский,Tekta Group,44.7,2,20,4 кв 2023,Неизвестно,16525590,7
Эвер,Обручевский,Tekta Group,60.3,2,21,4 кв 2023,Нет,22315582,6
Эвер,Обручевский,Tekta Group,70.3,3,7,4 кв 2023,Есть,25033830,14
Эвер,Обручевский,Tekta Group,61.0,2,18,4 кв 2023,Нет,21446624,6
Эвер,Обручевский,Tekta Group,96.1,4,18,4 кв 2023,Нет,33777131,10
Эвер,Обручевский,Tekta Group,91.3,3,20,4 кв 2023,Неизвестно,30241799,8
Эвер,Обручевский,Tekta Group,93.4,4,20,4 кв 2023,Нет,28412280,10
Эвер,Обручевский,Tekta Group,46.5,2,24,4 кв 2023,Нет,16195950,6
Эвер,Обручевский,Tekta Group,134.3,4,32,4 кв 2023,Нет,45997750,10
Эвер,Обручевский,Tekta Group,58.3,2,23,4 кв 2023,Нет,20497347,6
Эвер,Обручевский,Tekta Group,62.5,2,23,4 кв 2023,Нет,21974000,6
Эвер,Обручевский,Tekta Group,107.8,3,31,4 кв 2023,Неизвестно,39291698,8
Эвер,Обручевский,Tekta Group,30.6,1,11,4 кв 2023,Нет,10878300,5
Эвер,Обручевский,Tekta Group,102.2,4,30,4 кв 2023,Нет,34218604,10
Эвер,Обручевский,Tekta Group,62.1,2,16,4 кв 2023,Нет,22175661,6
Эвер,Обручевский,Tekta Group,66.7,2,10,4 кв 2023,Нет,20383520,6
Эвер,Обручевский,Tekta Group,42.5,1,17,4 кв 2023,Нет,16289443,5
Эвер,Обручевский,Tekta Group,74.4,3,16,4 кв 2023,Нет,23369040,9
Эвер,Обручевский,Tekta Group,66.7,2,7,4 кв 2023,Нет,20170080,6
Эвер,Обручевский,Tekta Group,62.5,2,28,4 кв 2023,Нет,20887500,6
Эвер,Обручевский,Tekta Group,61.0,2,25,4 кв 2023,Нет,20874200,6
Эвер,Обручевский,Tekta Group,96.1,4,19,4 кв 2023,Нет,30675120,10
Эвер,Обручевский,Tekta Group,95.1,3,30,4 кв 2023,Неизвестно,30907500,8
Элевен,Пресненский,РосСтройИнвест,79.0,2,10,2 кв 2022,Неизвестно,73771000,160
Элевен,Пресненский,РосСтройИнвест,105.0,2,10,2 кв 2022,Неизвестно,104437557,70
Элевен,Пресненский,РосСтройИнвест,113.8,2,6,2 кв 2022,Неизвестно,99099999,70
Элевен,Пресненский,РосСтройИнвест,101.9,2,9,2 кв 2022,Неизвестно,75690301,70
Элевен,Пресненский,РосСтройИнвест,113.9,2,7,2 кв 2022,Неизвестно,112054478,70
Элевен,Пресненский,РосСтройИнвест,76.5,2,11,2 кв 2022,Неизвестно,68900000,160
Элевен,Пресненский,РосСтройИнвест,79.0,2,9,2 кв 2022,Неизвестно,66800000,160
Элевен,Пресненский,РосСтройИнвест,76.5,2,7,2 кв 2022,Неизвестно,63099999,160
Элевен,Пресненский,РосСтройИнвест,189.7,4,9,2 кв 2022,Неизвестно,162978701,69
Элевен,Пресненский,РосСтройИнвест,76.5,2,6,2 кв 2022,Неизвестно,60836373,160
Энитео,Котловка,Tekta Group,70.6,2,9,2 кв 2023,Есть,25839600,13
Энитео,Котловка,Tekta Group,66.4,2,9,2 кв 2023,Есть,25125760,13
Энитео,Котловка,Tekta Group,25.1,ст,37,2 кв 2023,Есть,10922038,29
Энитео,Котловка,Tekta Group,70.9,3,17,2 кв 2023,Есть,28026770,14
Энитео,Котловка,Tekta Group,47.5,2,7,2 кв 2023,Есть,19912000,13
Энитео,Котловка,Tekta Group,63.1,2,7,2 кв 2023,Есть,26678680,13
Энитео,Котловка,Tekta Group,41.5,1,7,2 кв 2023,Есть,19496700,15
Энитео,Котловка,Tekta Group,68.2,2,11,2 кв 2023,Есть,27409580,13
